,price,beds,baths,garage,stories,house_type,lot_sqft,sqft,year_built,address,state,city,county,price_per_sqft
0,294900.0,3.0,2.0,2.0,2.0,single_family,74052.0,996.0,2011,16326 Ontario Shores Dr,NY,Sterling,Cayuga,296.0843373493976
1,225000.0,3.0,2.0,1.0,2.0,single_family,30056.0,1224.0,1973,38 Pine Cir,NY,Newfield,Tompkins,183.8235294117647
2,149000.0,4.0,2.0,2.0,2.0,single_family,223898.0,1608.0,1900,8 Gridleyville Rd,NY,Spencer,Tioga,92.66169154228855
3,599999.0,4.0,2.0,0.0,2.0,single_family,7307.0,1827.0,1858,59 Hamilton Ave,NY,Oyster Bay,Nassau,328.4066776135742
4,299900.0,3.0,2.0,1.0,2.0,single_family,8712.0,1589.0,1960,41 Bender Ln,NY,Bethlehem,Albany,188.73505349276275
5,225000.0,5.0,2.0,2.0,2.0,single_family,21780.0,1178.0,1920,221 Route 3,NY,Saranac Lake,Franklin,191.00169779286927
6,139900.0,3.0,2.0,1.0,1.0,single_family,8163.0,950.0,1966,112 Hunter St,NY,Jamestown,Chautauqua,147.26315789473685
7,275000.0,6.0,2.0,0.0,3.0,single_family,14375.0,1842.0,1903,238 McComb St,NY,Saranac Lake,Franklin,149.2942453854506
8,449000.0,3.0,3.0,2.0,1.0,single_family,483516.0,2004.0,2003,2555 Bass Rd,NY,New Woodstock,Madison,224.05189620758483
9,325000.0,3.0,2.0,2.0,1.0,single_family,43560.0,2108.0,1957,10 Green Valley Rd,NY,Pittsford,Monroe,154.17457305502847
10,595000.0,6.0,4.0,1.0,3.0,single_family,6778.0,2045.0,2008,126 Chautauqua Escapes,NY,Mayville,Chautauqua,290.9535452322738
11,150000.0,2.0,1.0,1.0,1.0,single_family,5998.0,857.0,1951,22 Patton Rd,NY,Tonawanda,Erie,175.0291715285881
12,335000.0,3.0,2.0,2.0,2.0,single_family,11326.0,1360.0,1926,44 Highland Ave,NY,Walden,Orange,246.3235294117647
13,415000.0,3.0,3.0,1.0,2.0,single_family,136343.0,2496.0,1990,94 Gina Ln,NY,Bethel,Sullivan,166.26602564102564
14,199999.0,3.0,2.0,1.0,2.0,single_family,4356.0,1396.0,1945,56 Everett Rd,NY,Albany,Albany,143.2657593123209
15,575000.0,3.0,2.0,0.0,2.0,single_family,304920.0,1377.0,1974,748 Red Mills Rd,NY,Greenville,Greene,417.5744371822803
